Run	MS_MSE	DPMS_MSE
1	0.010996	56.183216
2	0.010996	64.235718
3	0.010996	56.548156
4	0.010996	49.103850
5	0.010996	53.708107
6	0.010996	51.219738
7	0.010996	70.745282
8	0.010996	47.318243
9	0.010996	48.728571
10	0.010996	64.487130
11	0.010996	64.563126
12	0.010996	71.848798
13	0.010996	71.191929
14	0.010996	51.204639
15	0.010996	48.819016
16	0.010996	58.837547
17	0.010996	46.015573
18	0.010996	63.377749
19	0.010996	71.771340
20	0.010996	77.486629
