======== n=1000, T=20 ========
-- BW=silverman --
Run 39: MS RMSE = 0.0001, DP RMSE = 5.5125, MS BW = 0.6000, DP BW = 0.6000
Run 40: MS RMSE = 0.0053, DP RMSE = 8.3059, MS BW = 0.6000, DP BW = 0.6000
Run 41: MS RMSE = 0.0030, DP RMSE = 3.5449, MS BW = 0.6000, DP BW = 0.6000
Run 42: MS RMSE = 0.0003, DP RMSE = 2.6139, MS BW = 0.6000, DP BW = 0.6000
Run 43: MS RMSE = 0.0214, DP RMSE = 7.1185, MS BW = 0.6000, DP BW = 0.6000
Run 44: MS RMSE = 0.0101, DP RMSE = 2.9355, MS BW = 0.6000, DP BW = 0.6000
Run 45: MS RMSE = 0.0088, DP RMSE = 7.5502, MS BW = 0.6000, DP BW = 0.6000
Run 46: MS RMSE = 0.0017, DP RMSE = 5.9714, MS BW = 0.6000, DP BW = 0.6000
Run 47: MS RMSE = 0.0021, DP RMSE = 9.0445, MS BW = 0.6000, DP BW = 0.6000
Run 48: MS RMSE = 0.0238, DP RMSE = 10.9632, MS BW = 0.6000, DP BW = 0.6000
Run 49: MS RMSE = 0.0179, DP RMSE = 2.2057, MS BW = 0.6000, DP BW = 0.6000
Run 50: MS RMSE = 0.0005, DP RMSE = 9.2315, MS BW = 0.6000, DP BW = 0.6000

-- BW=0.7 --
Run 01: MS RMSE = 0.0023, DP RMSE = 11.9933, MS BW = 0.7000, DP BW = 0.7000
Run 02: MS RMSE = 0.0005, DP RMSE = 6.8011, MS BW = 0.7000, DP BW = 0.7000
Run 03: MS RMSE = 0.0003, DP RMSE = 0.8309, MS BW = 0.7000, DP BW = 0.7000
Run 04: MS RMSE = 0.0110, DP RMSE = 2.4103, MS BW = 0.7000, DP BW = 0.7000
Run 05: MS RMSE = 0.0006, DP RMSE = 2.6734, MS BW = 0.7000, DP BW = 0.7000
Run 06: MS RMSE = 0.0081, DP RMSE = 3.8324, MS BW = 0.7000, DP BW = 0.7000
Run 07: MS RMSE = 0.0033, DP RMSE = 18.2099, MS BW = 0.7000, DP BW = 0.7000
Run 08: MS RMSE = 0.0005, DP RMSE = 2.2740, MS BW = 0.7000, DP BW = 0.7000
Run 09: MS RMSE = 0.0175, DP RMSE = 3.7920, MS BW = 0.7000, DP BW = 0.7000
Run 10: MS RMSE = 0.0056, DP RMSE = 6.9435, MS BW = 0.7000, DP BW = 0.7000
Run 11: MS RMSE = 0.0193, DP RMSE = 10.4350, MS BW = 0.7000, DP BW = 0.7000
Run 12: MS RMSE = 0.0073, DP RMSE = 2.8035, MS BW = 0.7000, DP BW = 0.7000
Run 13: MS RMSE = 0.0028, DP RMSE = 9.6802, MS BW = 0.7000, DP BW = 0.7000
Run 14: MS RMSE = 0.0000, DP RMSE = 5.8888, MS BW = 0.7000, DP BW = 0.7000
Run 15: MS RMSE = 0.0068, DP RMSE = 5.4950, MS BW = 0.7000, DP BW = 0.7000
Run 16: MS RMSE = 0.0149, DP RMSE = 4.1086, MS BW = 0.7000, DP BW = 0.7000
Run 17: MS RMSE = 0.0408, DP RMSE = 6.7017, MS BW = 0.7000, DP BW = 0.7000
Run 18: MS RMSE = 0.0147, DP RMSE = 10.4194, MS BW = 0.7000, DP BW = 0.7000
Run 19: MS RMSE = 0.0009, DP RMSE = 10.2570, MS BW = 0.7000, DP BW = 0.7000
Run 20: MS RMSE = 0.0182, DP RMSE = 12.7715, MS BW = 0.7000, DP BW = 0.7000
Run 21: MS RMSE = 0.0001, DP RMSE = 1.7141, MS BW = 0.7000, DP BW = 0.7000
Run 22: MS RMSE = 0.0016, DP RMSE = 4.6085, MS BW = 0.7000, DP BW = 0.7000
Run 23: MS RMSE = 0.0038, DP RMSE = 1.0869, MS BW = 0.7000, DP BW = 0.7000
